# lr,loss_stack_0,loss_stack_1,loss_stack_2,loss_stack_3,PSNR
1.299999999999999886e-04,-4.188711166381835938e+01,-4.314017486572265625e+01,-3.701344299316406250e+01,-4.128585052490234375e+01,1.774516868591308594e+01
