# lr,loss_stack_0,loss_stack_1,loss_stack_2,loss_stack_3,PSNR
1.299999999999999886e-04,-4.342763519287109375e+01,-4.549864959716796875e+01,-4.411154937744140625e+01,-4.601838684082031250e+01,1.581502151489257812e+01
